longtitude,latitude
59.829681,30.375516
60.071798,30.238972
59.982905,30.225147
60.017504,30.273063
59.957007,30.271339
59.915052,30.47001
59.90399,30.450499
59.744275,30.082621
59.789258,30.170224
60.036474,30.226216
59.902091,30.307693
60.031207,30.226126
59.793441,30.324366
59.983094,30.316892
60.05141,30.332541
59.761223,30.468195
59.948131,30.34978
59.846807,30.209606
59.983162,30.236143
59.827053,30.554452
59.935205,30.433565
60.057155,30.266272
60.073234,30.243365
60.057155,30.266272
60.039076,30.227959
60.038079,30.228956
59.994346,30.196985
59.863649,30.515078
60.046203,30.363084
60.020166,30.272426
60.070047,30.316245
59.939095,30.315868
60.045736,30.369183
60.018475,30.273791
59.939185,30.253265
60.081511,30.345477
59.803975,30.375328
59.788302,30.162589
59.959435,30.25922
59.949469,30.264035
60.071129,30.237526
60.01843,30.267988
60.074074,30.329496
59.832683,30.549116
60.034394,30.229836
59.996722,30.273198
59.947171,29.965211
59.855331,30.319839
59.790218,30.162589
59.866689,30.175012
59.998801,30.454559
59.935268,30.434006
60.031175,30.44059
59.69657,30.407577
59.763955,30.468285
59.811107,30.370054
59.845437,30.115149
59.824593,30.337419
59.844985,30.398756
60.029022,30.250049
60.031948,30.221734
59.998247,30.199949
59.885142,30.368554
60.061327,30.291398
59.999813,30.215841
59.736666,30.469004
59.845785,30.484715
59.96961,30.339889
60.032281,30.215499
59.957584,30.405511
60.034394,30.229836
59.96716,30.273611
59.949469,30.264035
59.98922,30.298647
59.885142,30.368554
59.848032,30.410613
60.000726,30.221482
60.002283,30.264835
60.065193,30.424762
59.983252,30.390743
59.915702,30.418465
59.97599,30.386745
59.85167,30.339476
60.06271,30.424097
59.947171,29.965211
59.982905,30.225147
59.863924,30.512015
59.922476,30.484581
59.824593,30.337419
60.046203,30.363084
59.964066,30.281409
59.873853,30.367225
59.998801,30.454559
59.85858,30.164223
59.868984,30.155707
60.039948,30.252285
60.028514,30.210118
60.027543,30.212679
59.828143,30.535955
59.974342,30.32071
59.852606,30.288407
59.97599,30.386745
59.998225,30.19765
59.892595,30.451406
60.022656,30.326953
59.831349,30.324456
59.963539,30.273171
60.034681,30.243751
60.028146,30.441489
59.969673,30.405691
59.777963,30.128111
60.002202,30.268635
59.771431,30.605314
59.855331,30.319839
59.905339,30.291569
59.904189,30.314808
60.061008,30.427798
60.032281,30.215499
60.05499,30.438686
60.070828,30.321357
59.958246,30.279971
59.957007,30.271339
59.920645,30.371959
59.736312,30.469705
60.039589,30.224141
59.759156,30.609105
60.019936,30.281157
60.023425,30.209606
60.06121,30.30728
59.782678,30.147164
59.962782,30.443653
60.057164,30.44254
59.973131,30.402331
59.743449,30.606258
60.046203,30.363084
59.999629,30.197201
59.879778,30.314036
59.814695,30.34403
59.97599,30.386745
59.957584,30.405511
59.857992,30.319515
59.904058,30.453328
59.900859,30.456383
60.036474,30.226216
59.750853,30.578625
59.964066,30.281409
60.035351,30.225614
59.885142,30.368554
59.748917,30.586108
60.031175,30.44059
60.070047,30.316245
59.832683,30.549116
59.866689,30.175012
59.97599,30.386745
59.957359,30.243958
59.756949,30.608458
59.957359,30.243958
60.026527,30.454532
59.847783,30.105483
60.043893,30.35887
60.007101,30.204827
59.955746,30.329648
59.803975,30.375328
59.935299,30.434536
59.858272,30.149374
59.902073,30.32071
59.958778,30.289664
59.898968,30.45941
60.017414,30.258834
59.920091,30.501765
60.052398,30.001763
59.863224,30.503311
59.858272,30.149374
59.771671,30.595972
59.811405,30.367476
60.046203,30.363084
59.867294,30.156444
59.965683,30.280286
59.857992,30.319515
60.002036,30.212238
59.909856,30.455727
60.008549,30.293509
59.773959,30.596637
59.855331,30.319839
59.898864,30.458745
59.772301,30.596807
59.820282,30.3382
59.820282,30.3382
60.036474,30.226216
60.002036,30.212238
59.925633,30.317162
59.996722,30.273198
60.071811,30.317144
59.97599,30.386745
60.031175,30.44059
59.824593,30.337419
60.031948,30.221734
59.885142,30.368554
59.901671,30.322291
59.792355,30.165113
59.981411,30.319542
60.055574,30.26956
59.902298,30.320899
60.058223,30.331337
59.861498,30.182289
59.97599,30.386745
59.982905,30.225147
59.90399,30.450499
59.828215,30.554389
59.86762,30.457479
59.832742,30.329819
60.033576,30.224779
59.98643,30.30304
60.035342,30.232028
59.829898,30.346303
59.831349,30.324456
59.990098,30.329639
59.824208,30.337724
59.793441,30.324366
59.829133,30.364718
60.057887,30.27866
59.896409,30.32893
60.027543,30.212679
60.036474,30.226216
60.036596,30.225758
59.945873,30.288712
59.947901,30.426037
59.956183,30.40676
59.956183,30.40676
59.902799,30.42672
60.035059,30.217098
59.95129,30.264997
59.855331,30.319839
60.000726,30.221482
59.782678,30.147164
60.057164,30.44254
59.999629,30.197201
60.035059,30.217098
59.920163,30.346123
59.983707,30.385245
60.073315,30.24306
60.008378,30.479029
59.736643,30.460991
59.987749,30.334382
59.993293,30.356948
59.936201,30.417387
59.966457,30.302402
59.834248,30.332496
59.903052,30.323746
59.873166,30.312634
59.840632,30.312374
59.928803,30.260406
59.89663,30.316434
59.847783,30.105483
59.904302,30.47213
59.905321,30.342359
59.885142,30.368554
59.885142,30.368554
60.044307,30.233744
60.030052,30.241434
59.874734,29.86212
60.002283,30.264835
59.846084,30.256319
59.852018,30.322399
59.879778,30.314036
59.955746,30.329648
59.982905,30.225147
59.947901,30.426037
59.971006,30.3473
59.920735,30.355178
60.039076,30.227959
59.837341,30.35578
59.96929,30.41533
59.98922,30.298647
59.820282,30.3382
59.902853,30.315275
60.002202,30.268635
59.831087,30.545037
59.937017,30.203902
59.857992,30.319515
60.036578,30.458817
59.894116,30.338613
60.035225,30.218491
59.969398,30.426819
59.902799,30.42672
60.065193,30.424762
59.902853,30.315275
60.039076,30.227959
59.885142,30.368554
60.00146,30.327789
60.033265,30.22804
59.981348,30.288487
59.894102,30.447965
60.05777,30.436736
,
60.05499,30.438686
60.002036,30.212238
60.036681,30.455718
59.845785,30.484715
59.914628,30.481185
59.831087,30.545037
59.993293,30.356948
59.866265,30.345162
59.848687,30.102321
59.756047,30.371995
59.810478,30.377475
60.033841,30.45128
59.855331,30.319839
60.029022,30.250049
59.902091,30.307693
59.956183,30.40676
59.956183,30.40676
